/* DATA DESCRIPTION:
	Rhizosolenia simplex [#] (R. simplex) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Rhizosolenia styliformis [#] (R. styliformis) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Roperia tesselata [#] (R. tesselata) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Rouxia spp. [#] (Rouxia spp.) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Stellarima spp. [#] (Stellarima spp.) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassionema nitzschioides forma 1 [#] (T. nitzschioides f 1) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassionema nitzschioides var. lanceolata [#] (T. nitzschioides var. lanceolata) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira antarctica [#] (T. antarctica) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira decipiens [#] (T. decipiens) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira gracilis [#] (T. gracilis) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira gravida [#] (T. gravida) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira lentiginosa [#] (T. lentiginosa) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira leptopus [#] (T. leptopus) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira lineata [#] (T. lineata) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira oestrupii [#] (T. oestrupii) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira oliverana [#] (T. oliverana) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Thalassiosira spp. [#] (Thalassiosira spp.) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms * COMMENT: A
	Thalassiosira spp. [#] (Thalassiosira spp.) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms * COMMENT: B
	Thalassiosira spp. [#] (Thalassiosira spp.) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms * COMMENT: C
	Thalassiosira spp. [#] (Thalassiosira spp.) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms * COMMENT: D
	Thalassiothrix antarctica [#] (T. antarctica) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Trichotoxon reinboldii [#] (T. reinboldii) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Distephanus speculum speculum [#] (D. speculum speculum) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, silicoflagellates
	Dictyocha spp. [#] (Dictyocha spp.) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, silicoflagellates
	Diatoms [#] (Diatoms) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms * COMMENT: total counted
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	912 data points
*/
Depth water [m]	Date/Time	Date/time end	Duration [days]	A. actinochilus [#]	A. curvatulus [#]	A. ehrenbergii [#]	A. ingens [#]	A. octonarius [#]	Asteriomphalus spp. [#]	A. hookeri [#]	A. hyalinus [#]	A. parvulus [#]	A. tabularis [#]	C. atlanticus [#]	C. bulbosum [#]	C. criophilum [#]	C. diadema [#]	C. dichaeta [#]	C. radicans [#]	Chaet spores [#]	Chaetoceros spp. [#] (A)	Chaetoceros spp. [#] (B)	Chaetoceros spp. [#] (C)	Chaetoceros veg [#]	C. criophilum [#]	D. antarcticus girdles [#]	D. suriela [#]	E. antarctica [#]	F. curta [#]	F. cylindrus [#]	F. kerguelensis [#]	F. obliquecostata [#]	F. pseudonana [#]	F. rhombica [#]	F. ritscheri [#]	F. separanda [#]	Guinardia spp. [#]	H. cuneiformis [#]	H. karstenii [#]	Navicula spp. [#]	N. interruptestriata [#]	P. gaussii [#]	P. directum [#]	Pleurosigma spp. [#]	P. alata [#]	P. inermis [#]	P-n bicapitata [#]	P-n lineola [#]	P-n cf. hemii [#]	R. antennata antennata [#]	R. antennata f semispina [#]	R. sima f sima [#]	R. simplex [#]	R. styliformis [#]	R. tesselata [#]	Rouxia spp. [#]	Stellarima spp. [#]	T. nitzschioides f 1 [#]	T. nitzschioides var. lanceolata [#]	T. antarctica [#]	T. decipiens [#]	T. gracilis [#]	T. gravida [#]	T. lentiginosa [#]	T. leptopus [#]	T. lineata [#]	T. oestrupii [#]	T. oliverana [#]	Thalassiosira spp. [#] (A)	Thalassiosira spp. [#] (B)	Thalassiosira spp. [#] (C)	Thalassiosira spp. [#] (D)	T. antarctica [#]	T. reinboldii [#]	D. speculum speculum [#]	Dictyocha spp. [#]	Diatoms [#]
465	1997-01-18	1997-01-26	8.5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	304	40	4	14	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	4	0	0	20	0	4	8	0	0	0	0	0	0	0	0	0	1.0	0.0	20	0	419.0
465	1997-01-26	1997-02-03	8.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	71	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9.5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.5	0.5	1	0	329.5
465	1997-02-04	1997-02-21	17.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	205	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	12.0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0.0	0.0	2	0	402.0
465	1997-02-21	1997-03-10	17.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	180	3	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0.0	0.0	1	0	722.5
465	1997-03-10	1997-03-27	17.0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	710	135	1	11	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0.0	0.0	5	0	891.5
465	1997-03-27	1997-04-30	34.0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	890	79	1	29	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	1.0	0.0	5	0	1041.0
465	1997-04-30	1997-06-20	51.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	654	73	2	25	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	1	1	0	48	0	0	0	0	0	0	0	0	0	0	0.0	0.0	4	0	816.0
465	1997-06-20	1997-08-27	68.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	370	11	4	17	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	2	0	0	0	0	0	0	0	0	0.0	0.0	2	0	440.5
465	1997-11-20	1997-12-07	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	16	10	42	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	324.0
465	1997-12-07	1997-12-24	17.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	23	5	11	0	3	2	2	0	0	0	1	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	344.0
465	1997-12-24	1998-01-10	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	570	30	1	11	0	0	4	4	0	0	0	1	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0.0	0.0	2	0	625.0
465	1998-01-10	1998-01-27	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	285	10	1	13	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	321.0
